리뷰,평점,긍정부정,리뷰길이
우선 택배 배송 받았는데 그냥 샴푸랑트린트먼트랑 같이 시켰는데 박스에 제품만 달랑 들고 뾱뾱이를 감싼 것도 아니고 그냥 신문지를 막 구겨서 넣어뒀네요 다행히 세거나 깨지거나 하지는 않았어요 제품은 거품이 쬰쬰하면서 풍부해 요 냄새가 좀 약간 좋은 냄새는 아니고 홀애비 냄새처럼 약간 좀 거북스러운 느낌이예요 대 중반인 데스트레스로 머리가 많이 빠져서 구매했습니다 어쨌든 탈모 효과 보면 좋겠네요,4,y,223
머리는 감고가서 두피 속이 화한 느낌 차가운 느낌이 듭니 당 그래서 감고 나면 개운한 느낌이 듭니 당하지만 샴푸 거품을 잠깐 방치할 땐 눈시림 좀 있어 여샴푸 후 머릿결은 부들부들 해서 아주 좋아요지루성 두피이신 분들은 꼭 애벌샴푸하셔야 할 것 같아 여두피가 기름지면 거품이 잘 안더라고 여,4,y,163
저렴하고 거품도 잘 나고 세정력도 좋아요 화이트머스크 향도 좋아요,4,y,34
아들이 사용 중인데 아주 만족스럽다고 또 주문해 달라네요 순하면서도 세정력도 좋다고 해요 가족들 같이 쓰려고 합니다,4,y,61
샘플 용량으로써보고 만족해서 구매했는데 사은품도 주고 넘 좋아요,4,y,36
어제 받아서 지금 머리를 감아봤어요 일단 사은품 두 개 중에 두피 강화를 사용할려고 냄새부터 맡아봤어요은은한 향이 살짝 났고 머리를 감을 때는 거의 무향이였고 조금만 사용했는데 풍성한 거품과 함께 부드러운 느낌이 났어 요중요한 건 탈모가 완화되는지 보는 건데 몇 달 더 사용해봐야겠죠 처음 사용으로 나쁘진 않았어요,4,y,172
처음에 받았을 때 본품 입구 부분이 깨져와서 본품은 교환신청하고 샘플로 주신 걸로 써봤어요 사용감은 좀 더 사용해봐야 알 것 같아 요 교환 빨리 해주셔서 큰 불만은 없었지만 다시 받은 물품도 포장이 좀 불안한 감없지 않아 있네요,4,y,126
택배 상태가 매우 양호하고 배송도 비교적 빠르게 왔어요무엇보다도 두피가 가렵지 않고 케어가 된다는 점이 좋았어요 저는 머리를 감아도 계속 집집했거든요 그리고 감고 나서 시간이 약간만 지나도 계속 가려웠어요 이제는 저도 이샴퓨를 사용해서 두피가 가렵지 않았으면 합니다,4,y,141
탈모 증상을 완화해준다고 해서 구매하긴 했으나 사실 아직까진 효과가 있는지는 모르겠어요 다만 일단 샴푸가 순하고 조금만 짜서 써도 금방 거품이 잘 생겨서 좋아요 그리고 약간 치약 같은 화한 느낌이 있는데 머리를 감고 난 뒤에 개운함이 되게 좋아 요세정력도 좋은 거 같습니다,4,y,160
출산 후 머리가 심하게 빠져 구매해봤어요 일단 화해 어플에서 유해성분이 없다고 나와서 믿음이 가고 쿨삼푸 느낌에 거품도 잘 나서 좋아요 탈모 예방은 좀 더 써봐야 할 것 같아요,4,y,95
일리 윤 사니 샘플이 와서 써보고 구매했어요 제품은 순한 것 같아요 탈모 때문에 고민인데 효과가 있었으면 좋겠습니다,4,y,63
탈모샴퓨 후기 보고 선택했어요 빅써 일 기회되어 구매합니다,4,y,31
생각보다 사이즈가 작아서 흠했지만 거품도 잘 나와서 좋았어요 긴 머리숱 많은 타입인데 펌프질 두 번으로도 충분했어 요 약간 뻑뻑한 감은 있지만 샴푸하고 나면 특유의 미끌거림보다는 두피에 좋은 느낌이네요,4,y,117
적은 양으로도 세정력 좋구요 거품이 생크림처럼 쫀쫀하니 부드러워 머리감을 때 롤링감도 최고예 요감고 나면 두피도시원하니 개운함도 좋아요 탈모에도 효과 있었음 좋겠네요,4,y,87
요즘 두피 때문에 스트레스 받아 구매했습니다 보이시죠 두피붉은 거 가렵고 트러블이나서 아프고 비듬에 생애 최악의 두피 컨디션이에요 효과가 있으면 좋겠어요 한 달 후 리뷰 쓰러 또 오겠습니다,4,y,118
멘톨 성분 있어서 시원하기도 하고 순해서 좋은 것 같아요 처음 써봐서 탈모에 대해서는 아직 모르겠어요 계속 쭉 써볼게요 여행용 샘플도 주셔서 감사합니다,4,y,80
아직 더 써봐야 알겠지만 자극 없고 세정이 잘 되니까 만족합니 다 용량이 더 크면 좋겠네요 긴 머리라 금방 쓸 듯,4,y,57
가격 할인하길래 구매했습니다 원래 사용하던 제품인데 가려웠던 부분이 많이 안정된 것 같아 요 꾸준히 사용하려고 합니다 모발과 두피가 더 좋아지면 좋겠어요,4,y,83
항상 잘 쓰고 있어요탈모에 도움이 되는지는 모르겠지만 이샴푸 쓰면 머리가 뻣뻣해지는 게 덜하고 성분이 좋대서 계속 씁니당,4,y,69
일단 처음 사용해보려고 구매했어요 타사 탈모 샴푸를 몇 년간 사용했는데 한번 바꿔보려고 아모레거구입해 봤어요 라이브로 가격도 착하게 구입했어요 성분도 좋고요,4,y,82
배송 빠르고 괜찮은 것 같아요,4,y,15
머리 빠짐은 잘 모르겠고 세정력 좋고 거품도 많이 나고린스 따로 하지 않아도 만족해요 두피 가려움에도 좋은 거 같아서 재구매 의사는 있징 산 가격이 넘사 악해요,4,y,87
저렴하게 잘 샀어요 신랑이 마음에 들어 하네요 꾸준히 사용하고 효과 있길 바라요,4,y,41
쓰던 제품 저렴하게 잘 샀어요 샘플도 많이 보내주셔서 깜짝 놀랬어요 잘 쓰겠습니다,4,y,44
감을 때 정말 시원해요 워낙 린스나 트리트먼트를 사용했어서 샴푸만으로는 약간 뻑뻑 하지만 다른 샴푸에 비해서 부드러운 편인 거 같아 요 출산하고 아직 백일전이라 머리카락 숭숭 빠지기 전에 힘이라도 조금 길러보겠다고 주문했어요 효과 있기를 바래봅니다,4,y,136
빨리 보내주셨네요 받자마자 사용해본 결과 순한 향에 개운한 느낌 대체적으로 강한 자극 없는 착하고 순하다는 느낌이었습니다 탈모 완화 기대하며 꾸준히 사용해 볼려 구요 많이 많이 파시구 더욱 더 좋은 제품 개발 기대해 봅니다,4,y,122
성분이 좋다고 해서 만족합니다 두피 뾰루지도 안 나는 것 같고 머리카락 빠지는 건 남편이랑 둘이 한 통 썼는데 덜 빠지는지 잘 모르겠어요 원래 탈모는 없어서 그런지 마지막에 통을 열어서 바닥에 있는 거 사용하고 싶었는데 어떻게 여는지 모르겠어서 남기고 버렸어요,4,y,140
사용감이 너무 좋아요 살짝 쿨한 느낌이 두피를 더 시원하게 해주고 더 청결하고 노폐물 잘 씻겨주는 느낌이라 더 좋구요 두피케어 샴푸인데 거품이 상당히 잘 나서 너무 좋아요 두피 샴푸치고 엄청 뻑뻑하거나 하진 않고 타 제품에 비해 덜해서 사용감이 넘괜찮습니 당탈 모케어는 더 지켜봐야 알겠지만 머리카락은 덜 빠지구 요머리가 간지럽거나 하지 않고 각질도 이전보다 안 보여서 좋아요,4,y,214
잘 사용하고 있어 요 두피에 없던 게 생겨서 신경 거슬리는데 나쁘지 않게 사용하고 있어요 언젠가 완전히 예전의 건강한 두피로 다시 돌아왔으면 하는 작은 바람이 있네요 많이 파세요 샘플 제품도 좋더군요다른 것도 사용해보고 싶었어요,4,y,133
머리가 꽤긴 기간 너무 많이 빠지는 거 같아서 구매해봤어요 자극적일까봐 걱정했는데 자극적인 느낌도 없고 좋습니다가격이 일반 샴푸에 비해 비싼데 사용한지 일주일 정도 된 거 같은데 아직 효과는 잘 모르겠지만 꾸준히 써보랴 구요,4,y,125
라보에이치 샴푸는 라보에이치 트리트먼트와 함께 꾸준히 사용하는 제품입니다 택배 파업 지역이라 배송 불가 지역으로 나와 있는데도 불구하고 전담 배송으로 빠르게 배송해 주셔서 딱 필요한 때 받아 사용할 수 있어서 감사합니다 라보에이치 샴푸는 소량만 사용해도 거품이 풍성하고 개운하게 잘 씻깁니다샴푸만 사용하기에는 개인적으로 조금 뻣뻣하게 느껴져서 트리트먼트를 함께 사용합니다 광고만큼은 아니지만 머리카락 빠짐이 전보다는 줄어든 것 같아 탈모와 두피 강화 기대하며 사용 중입니다,4,y,270
멘톨 성분은 굳이 왜 넣었는지 모르겠어요 화한 느낌을 별로 안 좋아해서 요 그리고 양모 효과는 떨어지는 듯 다른 거 쓰다가 이거 쓰면 좀 더 머리가 가라앉는 느낌 자극은 없어서 쓰는데 무리는 없는데 재구매하고 싶지는 않아요,4,n,130
꾸준히 사용 중이예 요 머리 빠짐 확실히 덜해지긴 했어요 그런데 겨울이라 건조해서인지 가려움이 조금 생기긴 하네요,4,y,58
예전에 썼다가 딴 거썼다가 또 시켜봅니다 사실 탈모 샴푸 이것저것 다 써도 딱히 효과가 있다 그건 잘 모르겠더라구요 그냥 조금이라도 덜 빠지는 거 쓰자는 식인데 느낌적으로 그냥 그런 것 같기도 하고 가려운 건 덜한 것 같아요 유통기한은 년월까지 네요,4,y,134
아직 두 번밖에 사용 안 해봐서 잘 모르겠지만 사용감은 나쁘지 않아 요근데 그 샴푸 냄새가 마치 어릴 적 아플 때 먹던 액상약시럽 같은 냄새랄까… 샴푸하고 나면 방안에 그 냄새가 퍼지면 서울렁거려서 좀 문제입니 다 냄새 예민하신 분들은 이 점 참고하셔서 구매하시면 좋을 것 같네요 하지만 탈모에 효과만 있다면 코 막도 쓸 것 같아요,4,y,184
두 번째 써봐서 아직 잘 모르겠지만 확실히 뿌리볼륨은 좀 사는 거 같아 요 기름기를 빼줘서 그런 거 같기도 하고 요 머릿결은 좀 뻣뻣해집니다 근데 문제는 향이에요 좋은 향이라도 화확제품 향별로 안 좋아하는데 이건 향도 그닥인데 진하고 다음날까지도 향이 남아 있어요 그게 참아쉽네요 좋은 향은 안 바라고 거의 무향에 가까우면 좋을 텐데요,4,y,187
출산 후 머리카락이 잘 빠지는 것 같아서 구매해봤는데 나쁘지 않네요 아직 사용한 지 얼마 안 되었지만 계속 사용하다 보면 탈모에 도움이 될 것 같네요,4,y,76
머리숱이 너무 많이 줄어서 그냥 소문한 번 써봤는데 나쁘진 않아 할인할 때 샀네요 원래 준다는 작은 샘플 말고도 다른 종류의 샘플도 주셔서 너무 좋네요,4,y,87
우선 계속 써봐야 알겠지만 샴푸 중에 거품도 잘 나고 후에는 시원한 느낌만족해요,4,y,49
이제 막 사용하는 단계라 지켜봐야겠지만 자극적이지 않고 좋은 거 같아요 잘 쓰겠습니다,4,y,47
탈모 예방으로 크게 효과가 있는 건지는 잘 모르겠어요 가격 대비 샴푸용량도 작은 거 같아요,4,y,47
꾸준히 사용해보니 두피가 확실히 깨끗해진 느낌입니다 탈모케어랑 샴푸 후향기는 아쉽네요,4,y,47
두피가 시원해지고 거품도 잘 나고 세정력도 좋아요 개월 정도 사용했는데 머리카락이 덜 빠져서 계속 사용하고 싶어요,4,y,65
전부터 탈모샴푸로 유명한 건 알고 있었는데 저는 무자극이라 길래 두피 문제 겸으로 궁금해서 구매해봤습니다설명대로 거품은 많이 안나 구요 그래서 그런지 닦이는 건 잘 모르겠어요 그래도 샴푸하는 동안 뻣뻣해지는 건 없어서 그건 좋았습니다 향에는 호불호 확실히 갈릴 거 같은데 전 비슷한 향에 센스도 쓰고 있어서 별로 거부감은 없었구요 일 단 계속 써볼 생각입니다,4,y,202
어느 유튜브에서 테스트하는데 약산성 샴푸라 해서 사봤습니다 아카시아 향이 은은하게 나서 좋습니다 탈모에 효과가 있는지는 아직 잘 모르겠습니다거품도 잘 나는 편이고 잘 헹궈지는 편입니다 아직 한 통을 다 사용하기 전이라 좀 더 사용해보고 판단해야 할 거 같습니다,4,y,153
첫날 감고 나 서 비듬엄청 나왔는데 죽은 각질이 떨어져 나와서 그런 건지 두 번째 감을 땐 괜찮아지면서 두피 가려움이 많이 없어졌어요 탈모 효과는 아직 잘 모르겠어요 이제 번 사용해봐서 아직까진 머리가 좀 빠지네요 머리 정수리 냄새도 덜 나구요향은 아카시아 껌 비슷한 향이나 요향도 다른 샴푸보다는 오래가는 거 같아요,4,y,180
거품 잘 나고 시원한 향이 좋아요 아직 탈모에 크게 효과는 모르겠지만 잘 사용해 볼께요,4,y,46
비듬이랑 머리 많이 빠지는 것 때문에 써봤는데 주정도 써보니 머리가 좀 덜 빠지는 거 같긴 해요 비듬은 초반엔 있었는데 최근엔 거의 없어진 거 같습니다 향 좋아요,4,y,92
한 개시켰는데도 꼼꼼히 포장해서 보내주셨네요 한번 써봐서 좋은지는 아직 근데 향은 내 취향은 아닌 듯 탈모 효과만 좋았음합니다 한 달 후에 좋은 소식으로 후기 올릴께요,4,y,99
두 번 사서 사용 중인데 아쁘진 않네 요 꾸준히 써 보렵니다,4,y,30
두피가 세정되어서 기름기 덜 끼여서 좋아요 폴리젠샴푸로 감고 씨솔트 스크럽도 하면 정말 시원해요,4,y,53
배송은 주문 후 이틀 후 도착했습니다가려움증 있던 것은 많이 사라졌는데 탈모 예방에는 효과가 있는지 정확히 모르겠네 요항은 꿀 냄새나요,4,y,68
두피 간지러운 부분은 많이 개선된 거 같고 두피 냄새도 덜 나는 거 같아 요 머리카락 빠짐은 아직 더 써봐야 알 수 있을 듯해요 거품이 다른 제품에 비해 덜 생기는 듯 샴푸액을 손에 놓고 많이 비벼야 거품이 좀 납니당,4,y,118
저렴하게 잘 샀어요 좋아요,4,y,13
두피스크럽을 구매하기 위해서 샴푸 구매했어요 예전보다 소금량이 줄어든 것 같고 민트첨가해서 화한 사용감이 아쉽네요 개인적으론 예전 사용감이 더 좋았어요,4,y,84
무난하게 쓰기 좋아요 향도 좋고 세정력도 괜찮아요 탈모에 좋은 진 모르겠어요,4,y,40
늘 쓰던 거고 여기 저렴해서 또 구매합니당,4,y,21
저번에 구매할 때는 할인 없이 제품을 사용해서 가성비 좋은 편은 아니지만 나름 탈모에 조금 도움이 되어 재구매하였습니다 세일을 해서 가성비가 조금은 좋아진 것 같네요 잘 사용하겠습니다,4,y,102
기존 탈모샴푸처럼 순한 거 같아요,4,y,17
평이 좋아 주문 햇어요 생각보다 부드럽네요 한번 사용해보고 재구매 시 후기 남겨놓을께요,4,y,42
크림처럼 하얗고 너무 묽지도 않아서 사용하기 편해 요 샴푸하면서 약간에 싸한 느낌이 있는데 자극적 이진 않는 거 같아 요샴푸 후에도 뻣뻣하지 않아 좋은 거 같아요 탈모케어는 더 사용해봐야 알 거 같아요,4,y,102
